param_name,param_value,pcmci_mae,pcmci_rmse,pcmci_bias,bagged_mae,bagged_rmse,bagged_bias,bootstrap_mae,bootstrap_rmse,bootstrap_bias
sigmaN,0.1,0.0308766051188175,0.0347012090170107,-0.0308766051188175,0.054365449431775334,0.0710607241643514,0.01794611507594823,0.044799871476953475,0.0577549332240653,-0.0014656001450763997
sigmaN,0.4222222222222221,0.004596920842985,0.004596920842985,0.004596920842985,0.0638424531730618,0.08709702594364956,-0.059245532330076796,0.049719589891792246,0.0571302922672795,-0.025767881202176084
sigmaN,0.7444444444444444,0.01750543419056905,0.017800063988187318,0.00322522119911475,0.0149065744849021,0.014919728268115625,0.0006263614934478006,0.05801618451001191,0.06630411591016322,0.03035182942950988
sigmaN,1.0666666666666669,0.040315167699100825,0.049525426281564755,-0.040315167699100825,0.040315167699100825,0.049525426281564755,-0.040315167699100825,0.048965842942101365,0.05715294588226789,-0.01168379001169032
sigmaN,1.3888888888888888,0.028182740906453497,0.037960205262588885,-0.020849906005573383,0.027650208098338458,0.03793271224657028,-0.02138243881368842,0.033257277186592375,0.03856832679552386,-0.017191711682767778
sigmaN,1.711111111111111,0.05008567531493515,0.0587382031128937,0.0029912079722701004,0.04768836804740245,0.05722023508169076,-0.0023661903045488503,0.046158630857913927,0.055291101937364605,0.007691638905624081
sigmaN,2.033333333333333,0.046201476424672844,0.06008002726600925,-0.03840616164712135,0.04886272346524529,0.058119731171051264,-0.04366584694687763,0.03588338395872472,0.04636045437848766,-0.03291427737480976
sigmaN,2.355555555555556,0.06119062963869336,0.07734543001557699,-0.06119062963869336,0.06014046924683153,0.07592397550423852,-0.06014046924683153,0.06434395872761325,0.07693833042386267,-0.0636721246708714
sigmaN,2.6777777777777776,0.03205811031789917,0.03613979832731096,-0.024226044691793236,0.031853761578889105,0.03508723806950749,-0.02261671829615004,0.04439763897164918,0.04786021573682297,-0.020082081507417658
sigmaN,3.0,0.06419414780694294,0.07199922500410776,-0.0414277419716141,0.060617810337202524,0.07018090539813401,-0.031513093951168226,0.06766799694597905,0.07737718455831279,-0.04213824972719218
