param_name,param_value,effect_key,true_effect,true_graph_effect,pcmci_effect,bagged_effect,bootstrap_mean,bootstrap_std,bootstrap_ci_lower,bootstrap_ci_upper,bootstrap_success_rate,true_effect_time,true_graph_effect_time,pcmci_effect_time,bagged_effect_time,bootstrap_effects_time,pcmci_error,pcmci_abs_error,pcmci_squared_error,bagged_error,bagged_abs_error,bagged_squared_error,bootstrap_error,bootstrap_abs_error,bootstrap_squared_error,ci_covers_true
auto,0.99,0_-2_to_3_0,1.1875,0.043140832356584724,0.04313743488455657,0.04313743488455657,0.023348270489694904,0.007759168383858948,0.02144082882765665,0.025255712151733157,0.33,0.10165286064147949,0.5373883247375488,2.493800401687622,2.4851276874542236,264.82821702957153,-1.1443625651154434,1.1443625651154434,1.3095656804375975,-1.1443625651154434,1.1443625651154434,1.3095656804375975,-1.164151729510305,1.164151729510305,1.3552492493218342,False
cross,0.01,0_-2_to_3_0,0.010099947452545166,0.004610863514244556,,,0.0005876319017261283,0.005165926620543641,-0.0018300961791964127,0.003005359982648669,0.1,0.10285830497741699,0.5292396545410156,1.457078456878662,0.829303503036499,146.11520314216614,,,,,,,-0.009512315550819038,0.009512315550819038,9.04841471383537e-05,False
cross,0.06157894736842105,0_-2_to_3_0,0.0653708428144455,0.05899321287870407,0.05902887135744094,0.05902887135744094,0.051797418134106744,0.007715595818598765,0.04983802367857419,0.0537568125896393,0.31,0.1048424243927002,0.538987398147583,2.5098824501037598,1.6475415229797363,247.04441595077515,-0.006341971457004554,0.006341971457004554,4.0220601961460466e-05,-0.006341971457004554,0.006341971457004554,4.0220601961460466e-05,-0.013573424680338751,0.013573424680338751,0.00018423785755282914,False
cross,0.1131578947368421,0_-2_to_3_0,0.1259625405073166,0.1187959834933281,0.11894243210554124,0.11894243210554124,0.11296208107725103,0.005153409045727604,0.11144898349690183,0.11447517865760024,0.235,0.10282158851623535,0.5332419872283936,2.505239725112915,2.5021109580993652,190.76417207717896,-0.007020108401775346,0.007020108401775346,4.9281921972676804e-05,-0.007020108401775346,0.007020108401775346,4.9281921972676804e-05,-0.013000459430065558,0.013000459430065558,0.0001690119453927805,False
cross,0.16473684210526315,0_-2_to_3_0,0.19187502562999725,0.18401554226875308,0.1841876357793808,0.1841876357793808,0.17913781309669669,0.004269444484136195,0.17808825264383402,0.18018737354955935,0.33,0.11084270477294922,0.5213139057159424,2.5890960693359375,1.6412572860717773,266.8883249759674,-0.007687389850616455,0.007687389850616455,5.9095962715360884e-05,-0.007687389850616455,0.007687389850616455,5.9095962715360884e-05,-0.012737212533300568,0.012737212533300568,0.00016223658311846908,False
cross,0.2163157894736842,0_-2_to_3_0,0.2631082534790039,0.2546139359474182,0.2547589838504791,0.2547589838504791,0.2504627313816322,0.003767008926485063,0.24942441512790364,0.2515010476353608,0.265,0.1057896614074707,0.5172622203826904,2.5023386478424072,1.6491296291351318,208.23592853546143,-0.00834926962852478,0.00834926962852478,6.971030332980632e-05,-0.00834926962852478,0.00834926962852478,6.971030332980632e-05,-0.012645522097371686,0.012645522097371686,0.00015990922911511562,False
cross,0.26789473684210524,0_-2_to_3_0,0.33966222405433655,0.3305312693119049,0.33063235878944397,0.33063235878944397,0.32677567240438965,0.0031120255997962643,0.3260645440918314,0.3274868007169479,0.38,0.12069869041442871,0.534214973449707,2.6016430854797363,1.6525743007659912,302.78019309043884,-0.009029865264892578,0.009029865264892578,8.153846670211351e-05,-0.009029865264892578,0.009029865264892578,8.153846670211351e-05,-0.012886551649946898,0.012886551649946898,0.0001660632134267491,False
cross,0.3194736842105263,0_-2_to_3_0,0.4215370714664459,0.41170868277549744,0.41177570819854736,0.41177570819854736,0.4081206188119691,0.002647078011399492,0.40742460512928796,0.4088166324946502,0.29,0.12425613403320312,0.6016485691070557,2.5082836151123047,1.6929268836975098,236.92104649543762,-0.00976136326789856,0.00976136326789856,9.528421284787925e-05,-0.00976136326789856,0.00976136326789856,9.528421284787925e-05,-0.01341645265447683,0.01341645265447683,0.00018000120182981835,False
cross,0.37105263157894736,0_-2_to_3_0,0.5087326765060425,0.49809920787811285,0.49815961718559265,0.49815961718559265,0.495032943212069,0.002104744837667712,0.49444697850737707,0.4956189079167609,0.26,0.11144447326660156,0.5430474281311035,2.527209758758545,2.518861770629883,209.9829819202423,-0.010573059320449829,0.010573059320449829,0.000111789583393751,-0.010573059320449829,0.010573059320449829,0.000111789583393751,-0.013699733293973504,0.013699733293973504,0.00018768269232600612,False
cross,0.4226315789473684,0_-2_to_3_0,0.6012493371963501,0.5896763205528259,0.5897639989852906,0.5897639989852906,0.5872111427979391,0.0014699851472957113,0.5868346621205544,0.5875876234753238,0.305,0.11114335060119629,0.5364730358123779,2.5092368125915527,1.717787742614746,251.01925826072693,-0.01148533821105946,0.01148533821105946,0.0001319129938224225,-0.01148533821105946,0.01148533821105946,0.0001319129938224225,-0.01403819439841103,0.01403819439841103,0.00019707090196757881,False
