param_name,param_value,effect_key,true_effect,pcmci_effect,bagged_effect,bootstrap_mean,bootstrap_std,bootstrap_ci_lower,bootstrap_ci_upper,bootstrap_success_rate,true_effect_time,pcmci_effect_time,bagged_effect_time,bootstrap_effects_time,pcmci_error,pcmci_abs_error,pcmci_squared_error,bagged_error,bagged_abs_error,bagged_squared_error,bootstrap_error,bootstrap_abs_error,bootstrap_squared_error,ci_covers_true
auto,0.1,0_-2_to_3_0,0.34999996423721313,,0.3616666793823242,0.35965482393900555,0.014989115970732183,0.3439247114287851,0.375384936449226,0.3,0.1816084384918213,0.0006570816040039062,4.5198891162872314,77.77727723121643,,,,0.011666715145111084,0.011666715145111084,0.00013611224227716434,0.009654859701792418,0.009654859701792418,9.321631586129516e-05,True
auto,0.2,0_-2_to_3_0,0.44999998807907104,,0.45903435349464417,0.46554462909698485,0.0022365170438132416,0.46276762640231284,0.46832163179165687,0.25,0.18080782890319824,0.0005471706390380859,5.626730918884277,58.20284461975098,,,,0.00903436541557312,0.00903436541557312,8.161975846210368e-05,0.015544641017913807,0.015544641017913807,0.0002416358643758084,False
auto,0.30000000000000004,0_-2_to_3_0,0.5500000715255737,,0.5568522214889526,0.560944527387619,0.0007065832614898682,0.5545961286572597,0.5672929261179783,0.1,0.17998099327087402,0.0005333423614501953,6.195068359375,25.598861694335938,,,,0.006852149963378906,0.006852149963378906,4.6951959120633546e-05,0.010944455862045288,0.010944455862045288,0.00011978111411625747,False
auto,0.4,0_-2_to_3_0,0.6499998569488525,,0.6556017994880675,0.6639623045921326,0.003706187507199841,0.6547556244387935,0.6731689847454716,0.15,0.18857359886169434,0.0007383823394775391,6.139589786529541,35.24670338630676,,,,0.005601942539214977,0.005601942539214977,3.138176021266634e-05,0.01396244764328003,0.01396244764328003,0.00019494994419133604,False
auto,0.5,0_-2_to_3_0,0.7500001192092896,,0.7566768527030945,0.7649272531270981,0.004324163742688252,0.7613121617696581,0.7685423444845381,0.4,0.18483424186706543,0.0007083415985107422,3.8934786319732666,92.53672456741333,,,,0.006676733493804932,0.006676733493804932,4.457877014729661e-05,0.014927133917808533,0.014927133917808533,0.00022281932700018992,False
auto,0.6,0_-2_to_3_0,0.8500002026557922,,0.8578732013702394,0.856674333413442,0.004241532259458361,0.8461377831722465,0.8672108836546375,0.15,0.1802821159362793,0.0001964569091796875,6.710705280303955,26.913163900375366,,,,0.007872998714447133,0.007872998714447133,6.19841087576862e-05,0.006674130757649777,0.006674130757649777,4.454402137020678e-05,True
auto,0.7000000000000001,0_-2_to_3_0,0.9500001072883606,,,0.9581281344095866,0.007665594149365937,0.9390857429004099,0.9771705259187632,0.15,0.1816422939300537,0.00019359588623046875,0.00018358230590820312,31.39315938949585,,,,,,,0.008128027121225956,0.008128027121225956,6.60648248833847e-05,True
auto,0.8,0_-2_to_3_0,1.0500011444091797,,,1.0628272891044617,0.003604896656825506,1.0570910940812388,1.0685634841276845,0.2,0.18126869201660156,0.0001900196075439453,0.0001552104949951172,46.1973397731781,,,,,,,0.012826144695281982,0.012826144695281982,0.00016450998774431014,False
auto,0.9,0_-2_to_3_0,1.149993896484375,,,1.1583758890628815,0.010055594976167466,1.1423751935232118,1.1743765846025511,0.2,0.182753324508667,0.000171661376953125,0.00040984153747558594,49.070229291915894,,,,,,,0.00838199257850647,0.00838199257850647,7.025779958613754e-05,True
cross,0.1,0_-2_to_3_0,0.11000001430511475,,,0.11661675324042638,0.029932659003648956,0.0422599061974204,0.19097360028343235,0.15,0.18239712715148926,0.00017118453979492188,0.0004210472106933594,34.30964732170105,,,,,,,0.006616738935311631,0.006616738935311631,4.378123413806889e-05,True
cross,0.2,0_-2_to_3_0,0.2400001585483551,,0.25589579343795776,0.2641502271095912,0.0008433288178608537,0.26326520779197665,0.2650352464272057,0.3,0.18207955360412598,0.0001823902130126953,9.055970191955566,75.34489846229553,,,,0.01589563488960266,0.01589563488960266,0.0002526712085435534,0.024150068561236082,0.024150068561236082,0.0005832258115124034,False
cross,0.30000000000000004,0_-2_to_3_0,0.3899999260902405,,0.4078761637210846,0.4111000716686249,0.0010974275484593372,0.4097374353910659,0.4124627079461839,0.25,0.18174505233764648,0.0001697540283203125,7.427977561950684,62.80193638801575,,,,0.017876237630844116,0.017876237630844116,0.00031955987183440726,0.02110014557838441,0.02110014557838441,0.0004452161434290152,False
cross,0.4,0_-2_to_3_0,0.5600001215934753,,,0.5751592218875885,0.005138898957807821,0.5669820868868362,0.5833363568883408,0.2,0.1815648078918457,0.0001728534698486328,0.00042176246643066406,47.09169673919678,,,,,,,0.01515910029411316,0.01515910029411316,0.00022979832172698167,False
cross,0.5,0_-2_to_3_0,0.7500001192092896,,,0.7543332576751708,0.0,,,0.05,0.1824643611907959,0.00017833709716796875,0.00042247772216796875,9.165010690689087,,,,,,,0.004333138465881237,0.004333138465881237,1.8776088964499597e-05,False
cross,0.6,0_-2_to_3_0,0.9599995613098145,,0.9630776643753051,0.9718266129493713,0.004616869106760596,0.9660940127950876,0.9775592131036551,0.25,0.17916035652160645,0.00018930435180664062,8.09412145614624,70.894606590271,,,,0.0030781030654906116,0.0030781030654906116,9.474718481782701e-06,0.011827051639556885,0.011827051639556885,0.0001398791504847452,False
cross,0.7000000000000001,0_-2_to_3_0,1.1900001764297485,,,1.1977208852767944,0.00548669271243178,1.1926465408493743,1.2027952297042146,0.35,0.17963600158691406,0.00017905235290527344,0.00016069412231445312,83.08650612831116,,,,,,,0.0077207088470458984,0.0077207088470458984,5.9609345100852806e-05,False
cross,0.8,0_-2_to_3_0,1.4399999380111694,,1.4300683736801145,1.4455058574676514,0.004092188255446737,1.4412113692672217,1.449800345668081,0.3,0.18280959129333496,0.00018358230590820312,5.694869041442871,75.70980429649353,,,,-0.00993156433105491,0.00993156433105491,9.863597006188215e-05,0.005505919456481934,0.005505919456481934,3.031514906126631e-05,False
cross,0.9,0_-2_to_3_0,1.7100002765655518,,,1.7117754220962524,0.007256942367734112,1.7002280073833242,1.7233228368091806,0.2,0.18123531341552734,0.0001785755157470703,0.0001697540283203125,52.75626039505005,,,,,,,0.0017751455307006836,0.0017751455307006836,3.1511416551666116e-06,True
noise,0.1,0_-2_to_3_0,0.75,,0.7579426765441895,0.7655835946400961,0.0018588082195976467,0.7609660590429392,0.7702011302372529,0.15,0.18091726303100586,0.0001800060272216797,7.120778560638428,39.148383140563965,,,,0.007942676544189453,0.007942676544189453,6.308611068561731e-05,0.015583594640096066,0.015583594640096066,0.00024284842190683083,False
noise,0.3375,0_-2_to_3_0,0.75,,,0.7647134304046631,0.0015506242372464829,0.7627880761145319,0.7666387846947943,0.25,0.18023157119750977,0.0001761913299560547,0.00015854835510253906,61.00623083114624,,,,,,,0.014713430404663108,0.014713430404663108,0.0002164850342728648,False
noise,0.575,0_-2_to_3_0,0.75,,,0.7627757668495179,0.004492078986797449,0.7571981140945239,0.7683534196045119,0.25,0.18076729774475098,0.00018787384033203125,0.00018787384033203125,61.72783613204956,,,,,,,0.012775766849517867,0.012775766849517867,0.00016322021859323967,False
noise,0.8124999999999999,0_-2_to_3_0,0.75,,0.7576347589492798,0.7643968909978867,0.005086572363342911,0.7563030192857458,0.7724907627100275,0.2,0.1835019588470459,0.00018739700317382812,4.540902376174927,44.71630263328552,,,,0.007634758949279785,0.007634758949279785,5.828954421360777e-05,0.014396890997886658,0.014396890997886658,0.00020727047040502988,False
noise,1.05,0_-2_to_3_0,0.7499998807907104,,0.7556743621826173,0.7645058512687684,0.0016941331350119383,0.76240230714686,0.7666093953906767,0.25,0.18036460876464844,0.00018787384033203125,5.723657608032227,68.07028841972351,,,,0.005674481391906849,0.005674481391906849,3.2199739067097094e-05,0.014505970478057906,0.014505970478057906,0.0002104231795102875,False
noise,1.2875,0_-2_to_3_0,0.7499998807907104,,,0.7627461075782775,0.004254427264985661,0.7574635384103683,0.7680286767461868,0.25,0.181199312210083,0.0001983642578125,0.0001850128173828125,60.62543058395386,,,,,,,0.012746226787567094,0.012746226787567094,0.00016246629732009297,False
noise,1.525,0_-2_to_3_0,0.75,,,0.7603057026863098,0.005972504615783691,0.7066448777186217,0.8139665276539979,0.1,0.18057727813720703,0.0001990795135498047,0.00019621849060058594,21.748159885406494,,,,,,,0.010305702686309814,0.010305702686309814,0.00010620750785861333,True
noise,1.7625,0_-2_to_3_0,0.75,,,0.7644869685173035,0.0024560177699266455,0.7583858821543753,0.7705880548802316,0.15,0.18169569969177246,0.0001800060272216797,0.00012493133544921875,36.54542565345764,,,,,,,0.014486968517303467,0.014486968517303467,0.0002098722568213418,False
noise,2.0,0_-2_to_3_0,0.7500001788139343,,,0.7567439675331115,0.0,,,0.05,0.18006539344787598,0.0001819133758544922,0.0001709461212158203,13.618938446044922,,,,,,,0.006743788719177135,0.006743788719177135,4.5478686288900784e-05,False
