param_name,param_value,pcmci_mae,pcmci_rmse,pcmci_bias,bagged_mae,bagged_rmse,bagged_bias,bootstrap_mae,bootstrap_rmse,bootstrap_bias
c,0.01,,,,,,,0.0272041498253111,0.0272041498253111,0.0272041498253111
c,0.061578947368421,,,,,,,0.0301080174645784,0.0301080174645784,0.0301080174645784
c,0.1131578947368421,,,,0.0384952471693764,0.0384952471693764,0.0384952471693764,0.028189540959083,0.028189540959083,0.028189540959083
c,0.1647368421052631,0.0362901024080134,0.0362901024080134,0.0362901024080134,0.0362901024080134,0.0362901024080134,0.0362901024080134,0.0399217033988534,0.0399217033988534,0.0399217033988534
c,0.2163157894736842,0.0382914305923388,0.0382914305923388,0.0382914305923388,0.0382914305923388,0.0382914305923388,0.0382914305923388,0.0417198361842228,0.0417198361842228,0.0417198361842228
c,0.2678947368421052,0.0403246994789793,0.0403246994789793,0.0403246994789793,0.0403246994789793,0.0403246994789793,0.0403246994789793,0.0427792334687873,0.0427792334687873,0.0427792334687873
c,0.3194736842105263,0.042358168773729,0.042358168773729,0.042358168773729,0.042358168773729,0.042358168773729,0.042358168773729,0.0445447274273217,0.0445447274273217,0.0445447274273217
c,0.3710526315789473,0.0443664197310564,0.0443664197310564,0.0443664197310564,0.0443664197310564,0.0443664197310564,0.0443664197310564,0.0462092673394269,0.0462092673394269,0.0462092673394269
c,0.4226315789473684,0.0463322831623069,0.0463322831623069,0.0463322831623069,0.0463322831623069,0.0463322831623069,0.0463322831623069,0.0466374836518408,0.0466374836518408,0.0466374836518408
c,0.4742105263157894,0.0482486134297546,0.0482486134297546,0.0482486134297546,0.0482486134297546,0.0482486134297546,0.0482486134297546,0.0518540564070765,0.0518540564070765,0.0518540564070765
c,0.5257894736842105,0.0501158794207492,0.0501158794207492,0.0501158794207492,0.0501158794207492,0.0501158794207492,0.0501158794207492,0.0554113505556831,0.0554113505556831,0.0554113505556831
c,0.5773684210526315,0.0519411489946302,0.0519411489946302,0.0519411489946302,0.0519411489946302,0.0519411489946302,0.0519411489946302,0.0549444355610606,0.0549444355610606,0.0549444355610606
c,0.6289473684210526,0.0537363266953514,0.0537363266953514,0.0537363266953514,0.0537363266953514,0.0537363266953514,0.0537363266953514,0.0606626084073131,0.0606626084073131,0.0606626084073131
c,0.6805263157894736,0.0555168226032734,0.0555168226032734,0.0555168226032734,0.0555168226032734,0.0555168226032734,0.0555168226032734,0.063292228219643,0.063292228219643,0.063292228219643
c,0.7321052631578947,0.0572990639087773,0.0572990639087773,0.0572990639087773,0.0572990639087773,0.0572990639087773,0.0572990639087773,0.0666912690627667,0.0666912690627667,0.0666912690627667
c,0.7836842105263158,0.0590994970529823,0.0590994970529823,0.0590994970529823,0.0590994970529823,0.0590994970529823,0.0590994970529823,0.0716027339518041,0.0716027339518041,0.0716027339518041
c,0.8352631578947368,0.0609362606453083,0.0609362606453083,0.0609362606453083,0.0609362606453083,0.0609362606453083,0.0609362606453083,0.0758125662292086,0.0758125662292086,0.0758125662292086
c,0.8868421052631579,0.0628260132211588,0.0628260132211588,0.0628260132211588,0.0628260132211588,0.0628260132211588,0.0628260132211588,0.0755692891967931,0.0755692891967931,0.0755692891967931
c,0.9384210526315788,0.0351161189463584,0.0351161189463584,0.0351161189463584,0.0647830132336118,0.0647830132336118,0.0647830132336118,0.0807500347999643,0.0807500347999643,0.0807500347999643
c,0.99,0.0393719881206426,0.0393719881206426,0.0393719881206426,0.0668256645894391,0.0668256645894391,0.0668256645894391,0.079530278203395,0.079530278203395,0.079530278203395
