param_value,pcmci_mae,pcmci_rmse,pcmci_bias,bagged_mae,bagged_rmse,bagged_bias,bootstrap_mae,bootstrap_rmse,bootstrap_bias,bootstrap_ci_coverage
0.01,,,,,,,0.047821324318647385,0.047821324318647385,0.047821324318647385,0.0
0.99,0.05305027961730957,0.05305027961730957,0.05305027961730957,0.10381531715393066,0.10381531715393066,0.10381531715393066,0.1069402217864992,0.1069402217864992,0.1069402217864992,0.0
