param_value,pcmci_mae,pcmci_rmse,pcmci_bias,bagged_mae,bagged_rmse,bagged_bias,bootstrap_mae,bootstrap_rmse,bootstrap_bias,bootstrap_ci_coverage
0.1,0.07568120956420898,0.07568120956420898,0.07568120956420898,,,,0.07480999827384949,0.07480999827384949,0.07480999827384949,0.0
2.0,0.07568126916885376,0.07568126916885376,0.07568126916885376,0.07568126916885376,0.07568126916885376,0.07568126916885376,0.07647684216499329,0.07647684216499329,0.07647684216499329,0.0
